,Date,TAVG,TMAX,TMIN,PRCP,SNOW,SNWD
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/01/2008,43,51,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/02/2008,39,42,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/03/2008,44,54,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/04/2008,44,50,40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/05/2008,40,43,37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/06/2008,44,51,37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/07/2008,42,47,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/08/2008,43,48,39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/09/2008,42,46,37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/10/2008,43,47,40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/11/2008,45,51,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/12/2008,43,48,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/13/2008,41,46,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/14/2008,42,50,37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/15/2008,43,48,36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/16/2008,45,57,36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/17/2008,38,49,32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/18/2008,36,40,32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/19/2008,37,41,29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/20/2008,40,53,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/21/2008,44,56,25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/22/2008,44,56,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/23/2008,40,58,23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/24/2008,45,64,25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/25/2008,39,44,34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/26/2008,40,44,36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/27/2008,41,48,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/28/2008,42,45,39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/29/2008,42,47,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/30/2008,38,45,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/31/2008,36,46,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/01/2008,35,46,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/02/2008,34,38,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/03/2008,37,41,32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/04/2008,38,42,34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/05/2008,38,42,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/06/2008,36,40,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/07/2008,33,41,27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/08/2008,32,36,29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/09/2008,32,36,28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/10/2008,34,38,31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/11/2008,33,36,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/12/2008,34,40,29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/13/2008,30,39,23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/14/2008,31,36,23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/15/2008,29,36,23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/16/2008,28,42,18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/17/2008,29,40,22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/18/2008,35,44,25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/19/2008,37,51,24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/20/2008,34,38,28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/21/2008,32,34,31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/22/2008,33,36,31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/23/2008,33,37,31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/24/2008,32,35,29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/25/2008,29,30,27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/26/2008,28,30,27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/27/2008,27,30,26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/28/2008,27,31,24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/29/2008,19,24,12,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/30/2008,17,19,13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/01/2008,24,30,17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/02/2008,23,28,19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/03/2008,25,27,20,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/04/2008,23,26,15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/05/2008,21,24,19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/06/2008,20,22,16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/07/2008,18,22,10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/08/2008,18,20,15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/09/2008,9,21,-13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/10/2008,7,16,-13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/11/2008,21,25,16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/12/2008,20,23,15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/13/2008,16,19,14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/14/2008,13,16,10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/15/2008,11,23,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/16/2008,20,25,4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/17/2008,14,21,5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/18/2008,15,18,12,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/19/2008,13,19,6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/20/2008,4,13,-7,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/21/2008,3,8,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/22/2008,7,11,3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/23/2008,10,16,4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/24/2008,3,7,-1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/25/2008,6,10,-1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/26/2008,-2,14,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/27/2008,18,20,14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/28/2008,17,23,4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/29/2008,7,11,0,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/30/2008,6,12,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/31/2008,-8,1,-14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/01/2008,3,14,-12,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/02/2008,-19,-13,-22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/03/2008,-13,,-22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/04/2008,7,10,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/05/2008,11,13,8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/06/2008,12,14,8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/07/2008,6,12,2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/08/2008,0,3,-6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/09/2008,-4,0,-17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/10/2008,-21,-12,-26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/11/2008,-11,-6,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/12/2008,-2,6,-17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/13/2008,6,12,0,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/14/2008,8,12,5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/15/2008,9,13,4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/16/2008,4,14,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/17/2008,-2,5,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/18/2008,-6,-1,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/19/2008,-1,6,-9,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/20/2008,-14,4,-24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/21/2008,-11,-4,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/22/2008,-11,-5,-17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/23/2008,-10,-7,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/24/2008,-21,-13,-28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/25/2008,-10,-4,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/26/2008,-5,8,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/27/2008,-16,2,-25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/28/2008,-21,-12,-28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/29/2008,-10,-6,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/30/2008,-2,2,-5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/01/2008,-10,-5,-23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/02/2008,-20,1,-33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/03/2008,1,2,0,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/04/2008,-3,1,-8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/05/2008,-5,-3,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/06/2008,-13,,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/07/2008,-29,,-35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/08/2008,-29,-27,-32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/09/2008,-12,9,-30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/10/2008,-8,-1,-13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/11/2008,-14,-7,-21,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/12/2008,-24,-9,-31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/13/2008,-1,28,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/14/2008,20,34,5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/15/2008,18,27,5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/16/2008,-8,4,-14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/17/2008,-6,,-14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/18/2008,20,25,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/19/2008,22,29,11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/20/2008,12,14,10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/21/2008,-5,10,-12,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/22/2008,-4,2,-11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/23/2008,-3,5,-11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/24/2008,6,11,-8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/25/2008,2,10,-9,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/26/2008,-5,-3,-8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/27/2008,-2,5,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/28/2008,-20,-16,-24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/29/2008,-30,-20,-35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/30/2008,-34,-30,-37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/31/2008,-21,-5,-35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/01/2009,-14,-7,-26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/02/2009,-30,-26,-35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/03/2009,-28,-20,-37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/04/2009,-24,-21,-29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/05/2009,-31,-26,-38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/06/2009,-36,-31,-41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/07/2009,-38,-28,-42,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/08/2009,-30,-27,-35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/09/2009,-26,-22,-32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/10/2009,-36,-32,-39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/11/2009,-37,-35,-39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/12/2009,-38,,-41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/13/2009,-22,-17,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/14/2009,-3,6,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/15/2009,13,29,1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/16/2009,1,9,-5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/17/2009,21,37,6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/18/2009,-7,13,-19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/19/2009,-23,-19,-27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/20/2009,-29,-19,-36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/21/2009,-26,-20,-32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/22/2009,-23,-10,-29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/23/2009,-22,-15,-26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/24/2009,-19,-9,-23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/25/2009,0,5,-12,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/26/2009,-13,-1,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/27/2009,-25,-15,-28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/28/2009,-16,-11,-24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/29/2009,-32,-23,-37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/30/2009,-35,-19,-40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/31/2009,-18,-13,-32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/01/2009,-36,-33,-40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/02/2009,-36,-31,-40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/03/2009,-36,-31,-43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/04/2009,-41,-38,-45,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/05/2009,-44,,-46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/06/2009,-28,-23,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/07/2009,-22,-19,-23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/08/2009,-30,-20,-43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/09/2009,-43,-40,-48,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/10/2009,-42,-33,-50,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/11/2009,-40,-27,-51,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/12/2009,-25,,-28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/13/2009,-2,11,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/14/2009,6,14,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/15/2009,-3,-1,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/16/2009,-2,6,-10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/17/2009,-21,-11,-27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/18/2009,-13,23,-32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/19/2009,17,23,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/20/2009,-14,,-23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/21/2009,-21,-10,-32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/22/2009,-3,9,-13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/23/2009,19,25,10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/24/2009,20,26,10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/25/2009,5,13,-3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/26/2009,-7,6,-23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/27/2009,-15,20,-36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/28/2009,14,19,10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/01/2009,-5,10,-19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/02/2009,-26,-19,-35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/03/2009,-27,-21,-32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/04/2009,-23,-13,-29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/05/2009,-10,-1,-27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/06/2009,-8,-1,-24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/07/2009,-32,-19,-42,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/08/2009,-26,-15,-41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/09/2009,-4,10,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/10/2009,-1,4,-9,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/11/2009,-3,1,-9,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/12/2009,-15,-10,-19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/13/2009,-25,-19,-37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/14/2009,-37,-28,-43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/15/2009,-42,-34,-48,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/16/2009,-41,-33,-46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/17/2009,-42,-34,-48,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/18/2009,-36,-28,-43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/19/2009,-35,-28,-42,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/20/2009,-37,-27,-43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/21/2009,-36,-27,-45,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/22/2009,-31,-22,-37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/23/2009,-29,-18,-38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/24/2009,-28,-16,-36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/25/2009,-28,-20,-36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/26/2009,-15,-10,-26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/27/2009,-15,-8,-31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/28/2009,-28,-17,-36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/29/2009,-24,-17,-34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/30/2009,-20,-12,-27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/31/2009,-16,-9,-25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/01/2009,-3,6,-10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/02/2009,-8,3,-22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/03/2009,-16,-3,-27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/04/2009,-18,-3,-32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/05/2009,-17,-2,-31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/06/2009,-14,0,-28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/07/2009,-12,-2,-29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/08/2009,3,8,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/09/2009,4,7,1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/10/2009,0,3,-5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/11/2009,-5,-3,-8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/12/2009,-4,1,-10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/13/2009,-5,13,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/14/2009,-2,7,-14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/15/2009,-9,6,-25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/16/2009,-8,5,-28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/17/2009,11,20,2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/18/2009,-3,6,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/19/2009,-7,6,-21,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/20/2009,4,19,-10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/21/2009,5,13,-11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/22/2009,4,9,-5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/23/2009,20,31,3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/24/2009,29,41,21,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/25/2009,31,37,19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/26/2009,41,48,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/27/2009,38,43,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/28/2009,40,52,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/29/2009,37,46,28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/30/2009,40,51,26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/01/2009,36,47,24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/02/2009,27,32,21,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/03/2009,21,27,14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/04/2009,16,19,13,,,
