,Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
"BETHEL AIRPORT, AK US (USW00026615)",7/26/1924,,48,46,0.46,0,
"BETHEL AIRPORT, AK US (USW00026615)",7/27/1924,,52,46,0.81,0,
"BETHEL AIRPORT, AK US (USW00026615)",7/28/1924,,52,46,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",7/29/1924,,50,46,0.25,0,
"BETHEL AIRPORT, AK US (USW00026615)",7/30/1924,,50,47,0.5,0,
"BETHEL AIRPORT, AK US (USW00026615)",7/31/1924,,58,46,0.23,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/1/1924,,58,40,0.24,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/2/1924,,54,49,1.32,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/3/1924,,59,50,0.98,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/4/1924,,64,53,0.42,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/5/1924,,55,49,0.99,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/6/1924,,56,52,0.37,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/7/1924,,59,50,0.07,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/8/1924,,59,51,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/9/1924,,66,49,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/10/1924,,63,52,0.06,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/11/1924,,63,45,0.05,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/12/1924,,61,48,0.3,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/13/1924,,56,35,0.07,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/14/1924,,55,41,0.02,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/15/1924,,64,45,0.13,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/16/1924,,62,50,0.74,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/17/1924,,54,49,0.74,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/18/1924,,54,45,0.2,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/19/1924,,52,42,0.04,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/20/1924,,54,46,0.23,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/21/1924,,59,45,0.37,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/22/1924,,63,37,0.02,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/23/1924,,57,32,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/24/1924,,63,33,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/25/1924,,64,41,0.09,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/26/1924,,56,38,0.11,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/27/1924,,56,42,0.12,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/28/1924,,55,44,0.43,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/29/1924,,57,38,0.02,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/30/1924,,57,40,0.22,0,
"BETHEL AIRPORT, AK US (USW00026615)",8/31/1924,,52,40,0.58,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/1/1924,,49,41,0.69,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/2/1924,,60,41,0.08,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/3/1924,,60,39,,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/4/1924,,62,33,,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/5/1924,,69,32,,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/6/1924,,62,43,0.18,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/7/1924,,58,44,0.18,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/8/1924,,58,40,0.16,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/9/1924,,56,40,0.14,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/10/1924,,55,41,0.09,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/11/1924,,50,44,0.25,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/12/1924,,46,35,0.24,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/13/1924,,44,29,0.02,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/14/1924,,55,40,0.04,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/15/1924,,54,34,0.09,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/16/1924,,51,,0.54,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/17/1924,,49,,0.11,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/18/1924,,49,38,0.84,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/19/1924,,48,39,0.86,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/20/1924,,48,34,0.03,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/21/1924,,42,32,0.03,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/22/1924,,49,37,0.06,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/23/1924,,47,38,0.08,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/24/1924,,49,43,1.02,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/25/1924,,51,45,0.46,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/26/1924,,50,43,0.38,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/27/1924,,50,36,0.22,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/28/1924,,54,40,0.18,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/29/1924,,46,41,0.44,0,
"BETHEL AIRPORT, AK US (USW00026615)",9/30/1924,,47,38,0.02,0,
"BETHEL AIRPORT, AK US (USW00026615)",10/1/1924,,44,35,0.14,,
"BETHEL AIRPORT, AK US (USW00026615)",10/2/1924,,45,38,0.43,,
"BETHEL AIRPORT, AK US (USW00026615)",10/3/1924,,45,41,0.75,,
"BETHEL AIRPORT, AK US (USW00026615)",10/4/1924,,46,39,0.79,,
"BETHEL AIRPORT, AK US (USW00026615)",10/5/1924,,46,30,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",10/6/1924,,35,27,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",10/7/1924,,43,27,0.42,,
"BETHEL AIRPORT, AK US (USW00026615)",10/8/1924,,43,35,0.48,,
"BETHEL AIRPORT, AK US (USW00026615)",10/9/1924,,40,29,0.64,,
"BETHEL AIRPORT, AK US (USW00026615)",10/10/1924,,33,25,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",10/11/1924,,30,21,0,,
"BETHEL AIRPORT, AK US (USW00026615)",10/12/1924,,30,8,0,,
"BETHEL AIRPORT, AK US (USW00026615)",10/13/1924,,23,6,0,,
"BETHEL AIRPORT, AK US (USW00026615)",10/14/1924,,22,6,0,,
"BETHEL AIRPORT, AK US (USW00026615)",10/15/1924,,26,12,0,,
"BETHEL AIRPORT, AK US (USW00026615)",10/16/1924,,30,13,0,,
"BETHEL AIRPORT, AK US (USW00026615)",10/17/1924,,30,18,0,,
"BETHEL AIRPORT, AK US (USW00026615)",10/18/1924,,27,4,0,,
"BETHEL AIRPORT, AK US (USW00026615)",10/19/1924,,26,4,0.02,,
"BETHEL AIRPORT, AK US (USW00026615)",10/20/1924,,26,7,0.01,,
"BETHEL AIRPORT, AK US (USW00026615)",10/21/1924,,27,3,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",10/22/1924,,27,18,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",10/23/1924,,24,18,0,,
"BETHEL AIRPORT, AK US (USW00026615)",10/24/1924,,28,16,0,,
"BETHEL AIRPORT, AK US (USW00026615)",10/25/1924,,23,15,0,,
"BETHEL AIRPORT, AK US (USW00026615)",10/26/1924,,21,13,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",10/27/1924,,22,13,0.02,,
"BETHEL AIRPORT, AK US (USW00026615)",10/28/1924,,22,5,0,,
"BETHEL AIRPORT, AK US (USW00026615)",10/29/1924,,24,1,0,,
"BETHEL AIRPORT, AK US (USW00026615)",10/30/1924,,23,5,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",10/31/1924,,19,3,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/1/1924,,29,17,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/2/1924,,29,8,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/3/1924,,29,3,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/4/1924,,29,4,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/5/1924,,33,23,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/6/1924,,33,13,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/7/1924,,23,11,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/8/1924,,22,-1,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/9/1924,,26,-1,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/10/1924,,21,6,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/11/1924,,34,8,0.02,,
"BETHEL AIRPORT, AK US (USW00026615)",11/12/1924,,35,23,0.12,,
"BETHEL AIRPORT, AK US (USW00026615)",11/13/1924,,35,29,0.01,,
"BETHEL AIRPORT, AK US (USW00026615)",11/14/1924,,35,25,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/15/1924,,34,20,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/16/1924,,37,24,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/17/1924,,42,26,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/18/1924,,42,23,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/19/1924,,29,24,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/20/1924,,28,20,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/21/1924,,27,13,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/22/1924,,22,10,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/23/1924,,20,0,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/24/1924,,16,0,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/25/1924,,34,3,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/26/1924,,23,16,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/27/1924,,39,22,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/28/1924,,39,32,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/29/1924,,39,27,0,,
"BETHEL AIRPORT, AK US (USW00026615)",11/30/1924,,33,5,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/1/1924,,23,16,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",12/2/1924,,23,2,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/3/1924,,17,7,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/4/1924,,13,7,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/5/1924,,15,3,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/6/1924,,9,0,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/7/1924,,11,0,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/8/1924,,10,-12,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/9/1924,,10,-15,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/10/1924,,8,-19,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/11/1924,,6,,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",12/12/1924,,5,,0.04,,
"BETHEL AIRPORT, AK US (USW00026615)",12/13/1924,,28,-6,0.01,,
"BETHEL AIRPORT, AK US (USW00026615)",12/14/1924,,28,4,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/15/1924,,35,15,0.01,,
"BETHEL AIRPORT, AK US (USW00026615)",12/16/1924,,46,32,0.06,,
"BETHEL AIRPORT, AK US (USW00026615)",12/17/1924,,35,30,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/18/1924,,34,25,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/19/1924,,33,11,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/20/1924,,23,3,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/21/1924,,19,,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/22/1924,,13,-7,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/23/1924,,39,0,0.01,,
"BETHEL AIRPORT, AK US (USW00026615)",12/24/1924,,38,27,0.04,,
"BETHEL AIRPORT, AK US (USW00026615)",12/25/1924,,37,29,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/26/1924,,39,23,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/27/1924,,39,16,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/28/1924,,22,7,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/29/1924,,26,4,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/30/1924,,26,15,0,,
"BETHEL AIRPORT, AK US (USW00026615)",12/31/1924,,26,,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/1/1925,,18,7,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/2/1925,,18,7,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/3/1925,,14,6,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/4/1925,,11,3,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/5/1925,,19,,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/6/1925,,10,-7,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/7/1925,,32,4,0.05,,
"BETHEL AIRPORT, AK US (USW00026615)",1/8/1925,,17,12,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/9/1925,,23,0,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/10/1925,,29,-1,0.02,,
"BETHEL AIRPORT, AK US (USW00026615)",1/11/1925,,30,-2,0.04,,
"BETHEL AIRPORT, AK US (USW00026615)",1/12/1925,,19,-19,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/13/1925,,18,-34,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/14/1925,,18,,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/15/1925,,16,,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/16/1925,,19,-21,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/17/1925,,,-28,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/18/1925,,,-31,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/19/1925,,,-34,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/20/1925,,,-34,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/21/1925,,,-27,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/22/1925,,,-27,0.03,,
"BETHEL AIRPORT, AK US (USW00026615)",1/23/1925,,,-21,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/24/1925,,,-22,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/25/1925,,,-21,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/26/1925,,,-17,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/27/1925,,,-13,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/28/1925,,,-11,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/29/1925,,,-10,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/30/1925,,,-12,0,,
"BETHEL AIRPORT, AK US (USW00026615)",1/31/1925,,,-12,0,,
"BETHEL AIRPORT, AK US (USW00026615)",2/1/1925,,,-19,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/2/1925,,,-21,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/3/1925,,,-27,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/4/1925,,,-35,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/5/1925,,,-28,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/6/1925,,,-35,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/7/1925,,,-35,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/8/1925,,,-29,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/9/1925,,,-40,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/10/1925,,,-5,0.04,0.8,
"BETHEL AIRPORT, AK US (USW00026615)",2/11/1925,,,2,0.03,0.5,
"BETHEL AIRPORT, AK US (USW00026615)",2/12/1925,,,2,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/13/1925,,,17,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/14/1925,,,10,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/15/1925,,,-1,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/16/1925,,,-12,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/17/1925,,,-12,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/18/1925,,,-3,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/19/1925,,,2,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/20/1925,,,-2,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/21/1925,,,-2,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/22/1925,,,2,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/23/1925,,,15,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/24/1925,,,21,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/25/1925,,,10,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/26/1925,,,7,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/27/1925,,,10,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",2/28/1925,,,11,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",3/1/1925,,,4,0,,
"BETHEL AIRPORT, AK US (USW00026615)",3/2/1925,,,2,0,,
"BETHEL AIRPORT, AK US (USW00026615)",3/3/1925,,,3,0,,
"BETHEL AIRPORT, AK US (USW00026615)",3/4/1925,,,-24,0,,
"BETHEL AIRPORT, AK US (USW00026615)",3/5/1925,,,14,0,,
"BETHEL AIRPORT, AK US (USW00026615)",3/6/1925,,,,0.04,,
"BETHEL AIRPORT, AK US (USW00026615)",3/7/1925,,,20,0.07,,
"BETHEL AIRPORT, AK US (USW00026615)",3/8/1925,,,32,0.16,,
"BETHEL AIRPORT, AK US (USW00026615)",3/9/1925,,,32,0.29,,
"BETHEL AIRPORT, AK US (USW00026615)",3/10/1925,,,32,0.01,,
"BETHEL AIRPORT, AK US (USW00026615)",3/11/1925,,,28,0.08,,
"BETHEL AIRPORT, AK US (USW00026615)",3/12/1925,,,10,0,,
"BETHEL AIRPORT, AK US (USW00026615)",3/13/1925,,,10,0,,
"BETHEL AIRPORT, AK US (USW00026615)",3/14/1925,,,5,0,,
"BETHEL AIRPORT, AK US (USW00026615)",3/15/1925,,,1,0,,
"BETHEL AIRPORT, AK US (USW00026615)",3/16/1925,,,2,0,,
"BETHEL AIRPORT, AK US (USW00026615)",3/17/1925,,,2,,,
"BETHEL AIRPORT, AK US (USW00026615)",3/18/1925,,,4,0.03,,
"BETHEL AIRPORT, AK US (USW00026615)",3/19/1925,,,,0.07,,
"BETHEL AIRPORT, AK US (USW00026615)",3/20/1925,,,30,0.01,,
"BETHEL AIRPORT, AK US (USW00026615)",3/21/1925,,,30,0.08,,
"BETHEL AIRPORT, AK US (USW00026615)",3/22/1925,,,20,0,,
"BETHEL AIRPORT, AK US (USW00026615)",3/23/1925,,,3,0.01,,
"BETHEL AIRPORT, AK US (USW00026615)",3/24/1925,,,-14,0.01,,
"BETHEL AIRPORT, AK US (USW00026615)",3/25/1925,,,-14,0,,
"BETHEL AIRPORT, AK US (USW00026615)",3/26/1925,,,-25,0,,
"BETHEL AIRPORT, AK US (USW00026615)",3/27/1925,,,-23,0.09,,
"BETHEL AIRPORT, AK US (USW00026615)",3/28/1925,,,6,0.17,,
"BETHEL AIRPORT, AK US (USW00026615)",3/29/1925,,,15,0.01,,
"BETHEL AIRPORT, AK US (USW00026615)",3/30/1925,,,26,0,,
"BETHEL AIRPORT, AK US (USW00026615)",3/31/1925,,,24,0,,
"BETHEL AIRPORT, AK US (USW00026615)",4/1/1925,,43,12,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/2/1925,,43,20,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/3/1925,,48,17,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/4/1925,,47,19,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/5/1925,,47,14,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/6/1925,,45,2,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/7/1925,,45,3,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/8/1925,,44,16,0.02,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/9/1925,,43,20,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/10/1925,,42,15,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/11/1925,,41,24,0.01,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/12/1925,,40,22,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/13/1925,,39,21,0.02,0.3,
"BETHEL AIRPORT, AK US (USW00026615)",4/14/1925,,38,10,0.03,0.5,
"BETHEL AIRPORT, AK US (USW00026615)",4/15/1925,,37,22,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/16/1925,,36,22,0.01,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/17/1925,,35,13,0.01,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/18/1925,,33,6,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/19/1925,,37,0,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/20/1925,,37,18,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/21/1925,,37,30,0.04,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/22/1925,,36,17,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/23/1925,,35,17,0.03,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/24/1925,,35,16,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/25/1925,,35,16,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/26/1925,,34,16,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/27/1925,,34,10,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/28/1925,,41,19,0.04,0.6,
"BETHEL AIRPORT, AK US (USW00026615)",4/29/1925,,41,13,0.08,0,
"BETHEL AIRPORT, AK US (USW00026615)",4/30/1925,,41,18,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/1/1925,,40,10,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/2/1925,,39,13,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/3/1925,,38,11,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/4/1925,,38,13,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/5/1925,,39,15,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/6/1925,,52,25,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/7/1925,,52,33,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/8/1925,,50,30,0.05,0.6,
"BETHEL AIRPORT, AK US (USW00026615)",5/9/1925,,49,33,0.07,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/10/1925,,55,32,0.1,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/11/1925,,53,33,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/12/1925,,53,35,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/13/1925,,58,37,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/14/1925,,57,30,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/15/1925,,56,30,0.01,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/16/1925,,54,33,0.16,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/17/1925,,53,33,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/18/1925,,57,32,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/19/1925,,52,33,0.16,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/20/1925,,52,31,0.17,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/21/1925,,51,32,0.1,0.1,
"BETHEL AIRPORT, AK US (USW00026615)",5/22/1925,,51,32,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/23/1925,,50,41,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/24/1925,,62,39,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/25/1925,,62,35,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/26/1925,,62,37,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/27/1925,,62,30,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/28/1925,,61,25,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/29/1925,,63,30,0,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/30/1925,,62,36,0.05,0,
"BETHEL AIRPORT, AK US (USW00026615)",5/31/1925,,61,41,0.13,0,
"BETHEL AIRPORT, AK US (USW00026615)",6/1/1925,,61,40,0.1,,
"BETHEL AIRPORT, AK US (USW00026615)",6/2/1925,,60,39,0.02,,
"BETHEL AIRPORT, AK US (USW00026615)",6/3/1925,,65,36,0.01,,
"BETHEL AIRPORT, AK US (USW00026615)",6/4/1925,,66,40,0,,
"BETHEL AIRPORT, AK US (USW00026615)",6/5/1925,,68,36,0,,
"BETHEL AIRPORT, AK US (USW00026615)",6/6/1925,,68,37,0.03,,
"BETHEL AIRPORT, AK US (USW00026615)",6/7/1925,,67,37,0.03,,
"BETHEL AIRPORT, AK US (USW00026615)",6/8/1925,,66,42,0.07,,
"BETHEL AIRPORT, AK US (USW00026615)",6/9/1925,,70,42,0,,
"BETHEL AIRPORT, AK US (USW00026615)",6/10/1925,,69,43,0.01,,
"BETHEL AIRPORT, AK US (USW00026615)",6/11/1925,,64,40,0.04,,
"BETHEL AIRPORT, AK US (USW00026615)",6/12/1925,,58,40,0.14,,
"BETHEL AIRPORT, AK US (USW00026615)",6/13/1925,,65,29,0,,
"BETHEL AIRPORT, AK US (USW00026615)",6/14/1925,,65,47,0,,
"BETHEL AIRPORT, AK US (USW00026615)",6/15/1925,,64,45,0.03,,
"BETHEL AIRPORT, AK US (USW00026615)",6/16/1925,,63,41,0,,
"BETHEL AIRPORT, AK US (USW00026615)",6/17/1925,,62,43,0,,
"BETHEL AIRPORT, AK US (USW00026615)",6/18/1925,,63,41,0,,
"BETHEL AIRPORT, AK US (USW00026615)",6/19/1925,,69,32,0,,
"BETHEL AIRPORT, AK US (USW00026615)",6/20/1925,,69,41,0,,
"BETHEL AIRPORT, AK US (USW00026615)",6/21/1925,,71,42,0,,
"BETHEL AIRPORT, AK US (USW00026615)",6/22/1925,,71,41,0,,
"BETHEL AIRPORT, AK US (USW00026615)",6/23/1925,,70,38,0,,
"BETHEL AIRPORT, AK US (USW00026615)",6/24/1925,,68,47,0.21,,
"BETHEL AIRPORT, AK US (USW00026615)",6/25/1925,,67,47,0.29,,
"BETHEL AIRPORT, AK US (USW00026615)",6/26/1925,,66,45,0.01,,
"BETHEL AIRPORT, AK US (USW00026615)",6/27/1925,,65,45,0,,
